sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
-1.1368950979228296,-0.02284379479195142,-1.4420763791020694,-1.4056850843825877
1.2747005643377198,0.2170160505235396,0.6009578125710632,0.3530318177092843
1.8775994799028572,-0.5025634854229334,1.3014266782875652,0.8941754798913987
0.5512218656595543,-0.2627036401074424,1.0095646509056893,0.7588895643458702
-0.17225683301861006,-0.5025634854229334,0.13397856876006103,0.08245998661822715
0.7923814318856095,-0.02284379479195142,0.9511922454293141,0.7588895643458702
0.5512218656595543,-1.7018627120003873,0.30909578518918707,0.08245998661822715
0.6718016487725824,-0.2627036401074424,0.25072337971281156,0.08245998661822715
-0.2928366161316382,-0.5025634854229334,0.6009578125710632,1.0294613954369274
0.0689027332074451,-0.02284379479195142,0.7177026235238131,0.7588895643458702
-0.5339961823576923,0.9365955864700115,-1.2669591626729437,-1.4056850843825877
0.31006229943349917,-0.5025634854229334,0.07560616328368602,0.08245998661822715
-1.1368950979228296,-1.2221430213694053,0.3674681906655621,0.6236036488003415
-0.05167704990558302,2.3757546583629563,-1.5588211900548197,-1.4056850843825877
-0.05167704990558302,-0.9822831760539144,0.07560616328368602,-0.052825928927301584
1.515860130563774,-0.02284379479195142,1.1846818673348152,1.1647473109824562
