sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
-0.4134163992446652,-1.4620028666848963,-0.0995110531454395,-0.32339776001835874
0.5512218656595543,-0.5025634854229334,0.7177026235238131,0.3530318177092843
0.6718016487725824,0.2170160505235396,0.9511922454293141,0.7588895643458702
0.9129612149986366,-0.02284379479195142,0.30909578518918707,0.21774590216375558
1.636439913676802,1.4163152771009935,1.3014266782875652,1.7058909731645704
-0.17225683301861006,-0.2627036401074424,0.19235097423643654,0.08245998661822715
2.118759046128911,-0.02284379479195142,1.5932887056694414,1.1647473109824562
-0.2928366161316382,-0.02284379479195142,0.3674681906655621,0.3530318177092843
-0.8957355316967756,1.1764554317855025,-1.4420763791020694,-1.4056850843825877
2.239338829241939,-0.5025634854229334,1.6516611111458168,1.0294613954369274
-0.05167704990558302,-0.7424233307384234,0.13397856876006103,-0.32339776001835874
-0.7751557485837475,0.9365955864700115,-1.4420763791020694,-1.4056850843825877
-1.0163153148098025,1.1764554317855025,-1.5004487845784447,-1.270399168837059
-0.8957355316967756,1.8960349677319746,-1.1502143517201935,-1.1351132532915305
-1.0163153148098025,-2.4214422479468594,-0.21625586409819003,-0.32339776001835874
0.5512218656595543,-0.7424233307384234,0.6009578125710632,0.7588895643458702
-1.2574748810358578,0.9365955864700115,-1.1502143517201935,-1.4056850843825877
-1.0163153148098025,-0.02284379479195142,-1.325331568149319,-1.4056850843825877
-0.8957355316967756,0.6967357411545205,-1.2669591626729437,-0.9998273377460019
-0.2928366161316382,-0.7424233307384234,0.19235097423643654,0.08245998661822715
-0.8957355316967756,0.9365955864700115,-1.3837039736256942,-1.4056850843825877
-0.17225683301861006,-0.02284379479195142,0.19235097423643654,-0.052825928927301584
2.239338829241939,1.8960349677319746,1.6516611111458168,1.3000332265279848
-1.4986344472619129,0.4568758958390306,-1.4420763791020694,-1.4056850843825877
0.4306420825465273,-0.2627036401074424,0.25072337971281156,0.08245998661822715
-0.17225683301861006,-1.2221430213694053,0.6593302180474381,1.0294613954369274
-0.4134163992446652,2.8554743489939387,-1.4420763791020694,-1.4056850843825877
0.18948251632047214,-0.02284379479195142,0.5425854070946876,0.7588895643458702
-0.05167704990558302,-0.7424233307384234,0.7177026235238131,0.8941754798913987
0.18948251632047214,-1.9417225573158774,0.07560616328368602,-0.32339776001835874
-0.5339961823576923,-0.02284379479195142,0.3674681906655621,0.3530318177092843
0.4306420825465273,0.9365955864700115,0.8928198399529391,1.435319142073513
-0.4134163992446652,-1.7018627120003873,0.07560616328368602,0.08245998661822715
-0.5339961823576923,2.1358948130474653,-1.2669591626729437,-1.1351132532915305
-1.0163153148098025,-1.7018627120003873,-0.33300067505094055,-0.32339776001835874
0.6718016487725824,-0.7424233307384234,0.8344474344765637,0.8941754798913987
-1.0163153148098025,0.6967357411545205,-1.4420763791020694,-1.4056850843825877
-1.0163153148098025,0.4568758958390306,-1.5588211900548197,-1.4056850843825877
-0.4134163992446652,-1.4620028666848963,-0.04113864766906449,-0.18811184447283003
1.0335409981116646,-0.02284379479195142,0.6593302180474381,0.6236036488003415
-1.1368950979228296,0.2170160505235396,-1.3837039736256942,-1.4056850843825877
-0.05167704990558302,-0.5025634854229334,0.7177026235238131,1.5706050576190418
-1.0163153148098025,0.9365955864700115,-1.3837039736256942,-1.4056850843825877
-1.0163153148098025,1.1764554317855025,-1.325331568149319,-0.8645414222004733
0.0689027332074451,0.4568758958390306,0.5425854070946876,0.7588895643458702
-0.8957355316967756,-1.2221430213694053,-0.508117891480066,-0.18811184447283003
1.2747005643377198,0.4568758958390306,1.0679370563820647,1.435319142073513
0.18948251632047214,-0.7424233307384234,0.7177026235238131,0.48831773325481304
0.31006229943349917,-0.9822831760539144,1.0095646509056893,0.21774590216375558
2.239338829241939,-0.02284379479195142,1.3014266782875652,1.435319142073513
-0.4134163992446652,-1.2221430213694053,0.07560616328368602,0.08245998661822715
-1.739794013487967,-0.2627036401074424,-1.4420763791020694,-1.4056850843825877
-1.860373796600995,-0.02284379479195142,-1.617193595531195,-1.540970999928116
0.18948251632047214,-1.9417225573158774,0.6593302180474381,0.3530318177092843
1.636439913676802,0.4568758958390306,1.2430542728111902,0.7588895643458702
-1.4986344472619129,0.2170160505235396,-1.3837039736256942,-1.4056850843825877
-0.8957355316967756,1.1764554317855025,-1.4420763791020694,-1.270399168837059
-1.739794013487967,-0.02284379479195142,-1.5004487845784447,-1.4056850843825877
0.5512218656595543,-1.2221430213694053,0.6009578125710632,0.3530318177092843
0.5512218656595543,0.9365955864700115,1.0095646509056893,1.5706050576190418
-1.4986344472619129,0.9365955864700115,-1.4420763791020694,-1.270399168837059
1.1541207812246916,-0.02284379479195142,0.9511922454293141,1.1647473109824562
0.5512218656595543,0.6967357411545205,1.2430542728111902,1.7058909731645704
-1.378054664148885,0.4568758958390306,-1.5004487845784447,-1.4056850843825877
0.31006229943349917,-0.2627036401074424,0.4842130016183126,0.21774590216375558
0.7923814318856095,-0.5025634854229334,0.4258405961419371,0.3530318177092843
0.4306420825465273,-0.5025634854229334,0.5425854070946876,0.7588895643458702
1.395280347450747,0.4568758958390306,0.4842130016183126,0.21774590216375558
0.6718016487725824,0.4568758958390306,0.8344474344765637,1.435319142073513
-0.8957355316967756,1.8960349677319746,-1.325331568149319,-1.4056850843825877
1.2747005643377198,0.2170160505235396,0.8928198399529391,1.1647473109824562
0.0689027332074451,-0.02284379479195142,0.19235097423643654,0.3530318177092843
0.7923814318856095,-0.02284379479195142,0.7760750290001887,1.0294613954369274
-0.17225683301861006,-0.9822831760539144,-0.21625586409819003,-0.32339776001835874
-0.7751557485837475,-0.7424233307384234,0.017233757807310766,0.21774590216375558
0.31006229943349917,-0.02284379479195142,0.4258405961419371,0.21774590216375558
-1.61921423037494,-1.7018627120003873,-1.5004487845784447,-1.270399168837059
0.9129612149986366,-0.2627036401074424,0.4258405961419371,0.08245998661822715
-0.4134163992446652,-0.9822831760539144,0.30909578518918707,-0.052825928927301584
-0.6545759654707204,1.6561751224164845,-1.3837039736256942,-1.4056850843825877
-0.2928366161316382,-0.02284379479195142,0.13397856876006103,0.08245998661822715
1.757019696789829,-0.2627036401074424,1.4181714892403157,0.7588895643458702
1.0335409981116646,0.6967357411545205,1.0679370563820647,1.1647473109824562
-0.8957355316967756,1.6561751224164845,-1.3837039736256942,-1.1351132532915305
-1.1368950979228296,-1.4620028666848963,-0.33300067505094055,-0.32339776001835874
1.0335409981116646,0.6967357411545205,1.0679370563820647,1.7058909731645704
1.636439913676802,-0.02284379479195142,1.1263094618584397,0.48831773325481304
-1.1368950979228296,1.4163152771009935,-1.4420763791020694,-1.540970999928116
1.0335409981116646,0.2170160505235396,1.0095646509056893,1.5706050576190418
